# decision options: KEEP, CREATE, EXPAND, MERGE, RENAME, DELETE, ADD_TO_BLUEPRINT
source,tab,position,blueprint_name,blueprint_type,blueprint_phase,repo_file,status,word_count,has_title,has_description,brand_violations,decision,notes
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/livepeer-explorer.mdx,EXISTS,248,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/developer-tools/tooling-hub.mdx,STUB,45,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-resources/contribution-guide.mdx,STUB,4,true,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-resources/developer-guides.mdx,STUB,3,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-resources/resources.mdx,STUB,2,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-tools/developer-guides.mdx,EXISTS,945,true,true,banned:seamless,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-tools/developer-help.mdx,EXISTS,1142,true,true,deprecated:broadcaster->gateway,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides-and-tools/resources.mdx,EXISTS,1000,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/guides/partner-integrations.mdx,EXISTS,432,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/index.mdx,EXISTS,206,true,true,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/journey-mapping.mdx,EXISTS,138,true,true,banned:just,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/livepeer-real-time-video/page-1.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/frameworks-spe.mdx,STUB,3,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/README.mdx,STUB,5,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/streamdiffusion.mdx,STUB,2,false,false,,,
REPO_ONLY,DEVELOPERS,,,,,v2/developers/livepeer-real-time-video/video-streaming-on-livepeer/video-streaming-101.mdx,PLACEHOLDER,952,true,true,deprecated:broadcaster->gateway,,
